A_TOTAL_(m2),N_HABITACIONES,N_BAÑOS,N_ASEOS,TIENE_LAVADERO,TIENE_ENTRADA,A_SALON,A_COCINA,A_DORM1,A_DORM2,A_DORM3,A_DORM4,A_DORM5,A_DORM6,TOTAL_A_HABITACIONES,A_BAÑO1,A_BAÑO2,A_BAÑO3,A_BAÑO4,TOTAL_A_BAÑOS,A_ASEO,A_ENTRADA,A_PASILLO,A_LAVADERO
66.75,3,2,0,False,True,18.15,7.26,12.12,8.09,8.0,0.0,0.0,0.0,28.21,3.36,2.37,0.0,0.0,5.73,0.0,1.15,6.25,0.0
66.76,3,2,0,False,True,18.42,7.42,10.41,9.86,8.9,0.0,0.0,0.0,29.17,3.52,2.65,0.0,0.0,6.17,0.0,2.26,3.32,0.0
66.78,3,2,0,False,True,18.02,7.02,12.31,8.82,8.2,0.0,0.0,0.0,29.330000000000002,2.86,2.85,0.0,0.0,5.71,0.0,3.22,3.48,0.0
67.0,2,2,0,False,True,22.4,8.8,13.8,9.6,0.0,0.0,0.0,0.0,23.4,3.5,3.5,0.0,0.0,7.0,0.0,3.6,1.8,0.0
67.0,2,2,0,False,True,20.3,6.1,13.4,11.1,0.0,0.0,0.0,0.0,24.5,4.4,4.2,0.0,0.0,8.600000000000001,0.0,5.2,2.3,0.0
67.02,2,2,0,True,True,21.24,5.31,13.77,9.03,0.0,0.0,0.0,0.0,22.799999999999997,3.6,3.21,0.0,0.0,6.8100000000000005,0.0,2.14,7.4,1.32
67.2,2,2,0,True,True,21.92,5.48,13.4,8.8,0.0,0.0,0.0,0.0,22.200000000000003,5.0,3.4,0.0,0.0,8.4,0.0,2.2,3.7,3.3
67.2,3,2,0,False,True,18.55,7.05,10.65,7.7,7.7,0.0,0.0,0.0,26.05,3.8,3.15,0.0,0.0,6.949999999999999,0.0,4.35,4.25,0.0
67.26,3,1,0,False,True,18.76,7.34,13.19,10.36,8.47,0.0,0.0,0.0,32.019999999999996,3.65,0.0,0.0,0.0,3.65,0.0,2.28,3.21,0.0
67.3,3,1,0,False,True,19.41,7.52,10.98,10.05,8.84,0.0,0.0,0.0,29.87,4.69,0.0,0.0,0.0,4.69,0.0,2.85,2.96,0.0
67.43,2,2,0,True,True,21.752,5.438,13.09,10.11,0.0,0.0,0.0,0.0,23.2,4.08,3.88,0.0,0.0,7.96,0.0,4.81,2.59,1.68
67.5,3,2,0,False,True,18.32,7.96,11.24,7.28,6.96,0.0,0.0,0.0,25.48,3.89,3.52,0.0,0.0,7.41,0.0,3.19,5.14,0.0
67.57,2,1,0,False,True,18.6,10.59,12.51,11.75,0.0,0.0,0.0,0.0,24.259999999999998,4.9,0.0,0.0,0.0,4.9,0.0,4.76,4.46,0.0
67.6,2,2,0,False,True,20.8,8.5,12.2,9.0,0.0,0.0,0.0,0.0,21.2,4.0,3.9,0.0,0.0,7.9,0.0,3.6,5.6,0.0
67.62,3,2,0,False,True,18.48,7.49,13.1,8.07,8.0,0.0,0.0,0.0,29.17,4.01,2.87,0.0,0.0,6.88,0.0,2.41,3.19,0.0
67.62,2,2,0,False,True,20.45,7.03,15.36,10.12,0.0,0.0,0.0,0.0,25.479999999999997,4.3,4.04,0.0,0.0,8.34,0.0,2.99,3.33,0.0
67.84,3,2,0,False,True,18.39,7.96,11.76,8.64,7.2,0.0,0.0,0.0,27.599999999999998,3.52,3.1,0.0,0.0,6.62,0.0,3.22,4.05,0.0
67.9,2,2,0,True,True,20.0,5.0,12.7,8.0,0.0,0.0,0.0,0.0,20.7,5.4,3.3,0.0,0.0,8.7,0.0,5.9,4.6,3.0
67.91,3,2,0,False,True,18.23,7.03,12.01,8.87,8.54,0.0,0.0,0.0,29.419999999999998,4.58,3.21,0.0,0.0,7.79,0.0,2.25,3.19,0.0
67.95,3,1,1,False,True,19.75,10.0,10.37,7.72,7.69,0.0,0.0,0.0,25.78,3.82,0.0,0.0,0.0,3.82,2.24,2.56,3.8,0.0
67.95,3,2,0,False,True,18.14,7.57,12.44,8.26,8.12,0.0,0.0,0.0,28.82,3.57,2.52,0.0,0.0,6.09,0.0,1.27,6.06,0.0
67.98,3,2,0,False,True,19.4,8.02,11.94,8.94,8.06,0.0,0.0,0.0,28.939999999999998,3.56,2.65,0.0,0.0,6.21,0.0,2.28,3.13,0.0
68.0,2,2,0,False,True,22.3,7.9,15.8,8.5,0.0,0.0,0.0,0.0,24.3,3.8,3.2,0.0,0.0,7.0,0.0,4.3,2.2,0.0
68.1,2,1,0,False,False,26.6,9.0,15.5,10.4,0.0,0.0,0.0,0.0,25.9,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.6,0.0
68.1,2,1,0,True,True,19.2,9.45,15.1,10.15,0.0,0.0,0.0,0.0,25.25,4.4,0.0,0.0,0.0,4.4,0.0,7.55,1.0,1.25
68.11,3,2,0,False,True,18.53,7.99,12.93,8.71,8.69,0.0,0.0,0.0,30.33,3.36,2.37,0.0,0.0,5.73,0.0,1.1,4.43,0.0
68.2,3,2,0,False,True,18.0,7.15,12.05,11.3,7.2,0.0,0.0,0.0,30.55,3.5,3.15,0.0,0.0,6.65,0.0,2.2,3.65,0.0
68.25,3,1,1,False,True,19.94,7.29,10.76,8.68,8.21,0.0,0.0,0.0,27.65,4.5,0.0,0.0,0.0,4.5,2.93,2.65,3.29,0.0
68.3,2,2,0,False,True,24.5,7.2,13.3,9.3,0.0,0.0,0.0,0.0,22.6,3.5,3.3,0.0,0.0,6.8,0.0,4.4,2.8,0.0
68.32,3,2,0,False,True,19.36,7.49,11.54,9.29,8.53,0.0,0.0,0.0,29.36,3.6,2.65,0.0,0.0,6.25,0.0,2.42,3.44,0.0
68.35,3,2,0,False,True,18.19,7.26,12.6,8.13,8.01,0.0,0.0,0.0,28.740000000000002,3.38,3.36,0.0,0.0,6.74,0.0,1.15,6.27,0.0
68.54,3,2,0,False,True,18.49,7.59,12.03,8.25,8.1,0.0,0.0,0.0,28.380000000000003,3.78,3.14,0.0,0.0,6.92,0.0,1.24,5.92,0.0
68.6,2,1,0,False,False,26.6,9.2,15.5,10.7,0.0,0.0,0.0,0.0,26.2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.6,0.0
68.62,3,1,1,True,True,19.9,6.61,10.68,8.69,8.21,0.0,0.0,0.0,27.58,4.46,0.0,0.0,0.0,4.46,2.93,2.65,3.29,1.2
68.65,3,2,0,False,True,18.5,7.15,12.45,8.05,7.3,0.0,0.0,0.0,27.8,3.95,2.9,0.0,0.0,6.85,0.0,4.55,3.8,0.0
68.66,2,2,0,False,False,23.53,6.5,14.13,11.82,0.0,0.0,0.0,0.0,25.950000000000003,5.07,4.41,0.0,0.0,9.48,0.0,0.0,3.2,0.0
68.75,3,2,0,False,True,19.3,8.95,12.45,7.5,7.35,0.0,0.0,0.0,27.299999999999997,3.65,3.55,0.0,0.0,7.199999999999999,0.0,2.8,3.2,0.0
68.77,3,2,0,False,True,18.12,8.52,11.93,8.89,7.2,0.0,0.0,0.0,28.02,3.52,3.18,0.0,0.0,6.7,0.0,3.38,4.03,0.0
68.84,3,1,1,False,True,19.47,9.84,11.62,7.99,7.3,0.0,0.0,0.0,26.91,3.2,0.0,0.0,0.0,3.2,2.86,2.58,3.98,0.0
68.84,2,2,0,False,True,19.31,8.17,14.45,8.22,0.0,0.0,0.0,0.0,22.67,5.19,3.63,0.0,0.0,8.82,0.0,4.92,4.95,0.0
68.87,3,2,0,False,True,18.03,7.33,12.36,8.0,8.0,0.0,0.0,0.0,28.36,4.69,2.04,0.0,0.0,6.73,0.0,1.24,7.18,0.0
68.95,3,2,0,False,True,18.0,7.0,13.15,9.6,8.55,0.0,0.0,0.0,31.3,3.45,2.4,0.0,0.0,5.85,0.0,2.5,4.3,0.0
69.03,2,1,0,False,False,22.18,7.72,17.69,13.95,0.0,0.0,0.0,0.0,31.64,5.25,0.0,0.0,0.0,5.25,0.0,0.0,2.24,0.0
69.05,3,2,0,False,True,18.04,7.02,12.01,8.38,8.38,0.0,0.0,0.0,28.770000000000003,3.92,2.94,0.0,0.0,6.859999999999999,0.0,1.18,7.18,0.0
69.11,3,2,0,False,True,19.53,7.48,12.4,8.21,8.17,0.0,0.0,0.0,28.78,3.57,2.38,0.0,0.0,5.949999999999999,0.0,1.26,6.11,0.0
69.15,2,2,0,False,True,17.27,9.06,16.34,10.82,0.0,0.0,0.0,0.0,27.16,4.31,4.01,0.0,0.0,8.32,0.0,2.97,4.37,0.0
69.3,3,2,0,False,True,18.2,7.0,11.0,9.6,8.8,0.0,0.0,0.0,29.400000000000002,4.15,2.4,0.0,0.0,6.550000000000001,0.0,2.5,5.65,0.0
69.37,3,1,0,False,True,20.29,7.14,12.35,10.89,8.68,0.0,0.0,0.0,31.92,3.44,0.0,0.0,0.0,3.44,0.0,2.82,3.76,0.0
69.4,3,2,0,False,True,18.45,7.0,11.45,9.15,7.4,0.0,0.0,0.0,28.0,3.9,3.35,0.0,0.0,7.25,0.0,2.35,6.35,0.0
69.45,3,1,0,True,False,19.4,7.1,12.95,9.35,9.35,0.0,0.0,0.0,31.65,3.85,0.0,0.0,0.0,3.85,0.0,0.0,4.8,2.65
69.49,3,1,1,False,True,18.32,7.47,10.98,8.7,8.62,0.0,0.0,0.0,28.299999999999997,3.59,0.0,0.0,0.0,3.59,2.97,3.28,5.56,0.0
69.6,2,2,0,True,True,18.3,8.1,12.2,10.3,0.0,0.0,0.0,0.0,22.5,5.2,3.5,0.0,0.0,8.7,0.0,6.0,2.8,3.2
69.65,3,2,0,True,True,17.05,8.35,14.1,7.9,7.55,0.0,0.0,0.0,29.55,4.0,3.9,0.0,0.0,7.9,0.0,3.6,2.45,0.75
69.71,3,2,0,False,True,19.49,7.68,10.63,9.08,8.02,0.0,0.0,0.0,27.73,4.46,3.39,0.0,0.0,7.85,0.0,2.85,4.11,0.0
